REPLAY ,PLAYER,TIMESTAMP,SPEEDFLIP
91DC28E94D32BF104533D3B61B3A6498.replay,Metsanauris,0:04,✅
91DC28E94D32BF104533D3B61B3A6498.replay,Metsanauris,0:13,✅
91DC28E94D32BF104533D3B61B3A6498.replay,Metsanauris,0:19,✅
91DC28E94D32BF104533D3B61B3A6498.replay,Metsanauris,0:33,✅
91DC28E94D32BF104533D3B61B3A6498.replay,Metsanauris,0:39,✅
91DC28E94D32BF104533D3B61B3A6498.replay,Metsanauris,0:41,✅
91DC28E94D32BF104533D3B61B3A6498.replay,Metsanauris,0:46,✅
91DC28E94D32BF104533D3B61B3A6498.replay,Metsanauris,1:32,✅
91DC28E94D32BF104533D3B61B3A6498.replay,Metsanauris,2:30,✅
91DC28E94D32BF104533D3B61B3A6498.replay,Metsanauris,2:35,✅
91DC28E94D32BF104533D3B61B3A6498.replay,Metsanauris,2:39,✅
91DC28E94D32BF104533D3B61B3A6498.replay,Metsanauris,2:49,✅
91DC28E94D32BF104533D3B61B3A6498.replay,Metsanauris,3:03,✅
91DC28E94D32BF104533D3B61B3A6498.replay,Metsanauris,3:18,✅
91DC28E94D32BF104533D3B61B3A6498.replay,Metsanauris,3:35,✅
91DC28E94D32BF104533D3B61B3A6498.replay,Metsanauris,3:44,✅
91DC28E94D32BF104533D3B61B3A6498.replay,Metsanauris,3:45,✅
91DC28E94D32BF104533D3B61B3A6498.replay,Metsanauris,3:49,✅
91DC28E94D32BF104533D3B61B3A6498.replay,Metsanauris,4:29,✅
91DC28E94D32BF104533D3B61B3A6498.replay,Metsanauris,4:39,✅
91DC28E94D32BF104533D3B61B3A6498.replay,Metsanauris,4:41,✅
91DC28E94D32BF104533D3B61B3A6498.replay,Metsanauris,4:50,✅
91DC28E94D32BF104533D3B61B3A6498.replay,Metsanauris,4:56,✅
91DC28E94D32BF104533D3B61B3A6498.replay,Metsanauris,5:09,✅
91DC28E94D32BF104533D3B61B3A6498.replay,Metsanauris,5:17,✅
91DC28E94D32BF104533D3B61B3A6498.replay,Metsanauris,5:22,✅
91DC28E94D32BF104533D3B61B3A6498.replay,Metsanauris,5:26,✅
91DC28E94D32BF104533D3B61B3A6498.replay,Metsanauris,5:37,✅
91DC28E94D32BF104533D3B61B3A6498.replay,Metsanauris,5:44,✅
91DC28E94D32BF104533D3B61B3A6498.replay,Metsanauris,6:02,✅
91DC28E94D32BF104533D3B61B3A6498.replay,Metsanauris,6:11,✅
91DC28E94D32BF104533D3B61B3A6498.replay,yem,0:11,✅
91DC28E94D32BF104533D3B61B3A6498.replay,yem,0:13,✅
91DC28E94D32BF104533D3B61B3A6498.replay,yem,0:19,✅
91DC28E94D32BF104533D3B61B3A6498.replay,yem,0:22,✅
91DC28E94D32BF104533D3B61B3A6498.replay,yem,0:33,✅
91DC28E94D32BF104533D3B61B3A6498.replay,yem,0:46,✅
91DC28E94D32BF104533D3B61B3A6498.replay,yem,0:54,✅
91DC28E94D32BF104533D3B61B3A6498.replay,yem,1:01,✅
91DC28E94D32BF104533D3B61B3A6498.replay,yem,1:16,✅
91DC28E94D32BF104533D3B61B3A6498.replay,yem,1:32,✅
91DC28E94D32BF104533D3B61B3A6498.replay,yem,1:49,✅
91DC28E94D32BF104533D3B61B3A6498.replay,yem,2:06,✅
91DC28E94D32BF104533D3B61B3A6498.replay,yem,2:35,✅
91DC28E94D32BF104533D3B61B3A6498.replay,yem,2:36,✅
91DC28E94D32BF104533D3B61B3A6498.replay,yem,2:58,✅
91DC28E94D32BF104533D3B61B3A6498.replay,yem,3:09,✅
91DC28E94D32BF104533D3B61B3A6498.replay,yem,3:20,✅
91DC28E94D32BF104533D3B61B3A6498.replay,yem,3:37,✅
91DC28E94D32BF104533D3B61B3A6498.replay,yem,3:42,✅
91DC28E94D32BF104533D3B61B3A6498.replay,yem,3:54,✅
91DC28E94D32BF104533D3B61B3A6498.replay,yem,4:31,✅
91DC28E94D32BF104533D3B61B3A6498.replay,yem,4:56,✅
91DC28E94D32BF104533D3B61B3A6498.replay,yem,5:08,✅
91DC28E94D32BF104533D3B61B3A6498.replay,yem,5:21,✅
91DC28E94D32BF104533D3B61B3A6498.replay,yem,5:24,✅
91DC28E94D32BF104533D3B61B3A6498.replay,yem,5:26,✅
91DC28E94D32BF104533D3B61B3A6498.replay,yem,5:54,✅
91DC28E94D32BF104533D3B61B3A6498.replay,yem,6:05,✅
91DC28E94D32BF104533D3B61B3A6498.replay,yem,6:19,✅
91DC28E94D32BF104533D3B61B3A6498.replay,emyrcito,0:04,✅
91DC28E94D32BF104533D3B61B3A6498.replay,emyrcito,0:34,✅
91DC28E94D32BF104533D3B61B3A6498.replay,emyrcito,0:45,✅
91DC28E94D32BF104533D3B61B3A6498.replay,emyrcito,1:00,✅
91DC28E94D32BF104533D3B61B3A6498.replay,emyrcito,1:02,✅
91DC28E94D32BF104533D3B61B3A6498.replay,emyrcito,1:18,✅
91DC28E94D32BF104533D3B61B3A6498.replay,emyrcito,1:24,✅
91DC28E94D32BF104533D3B61B3A6498.replay,emyrcito,1:32,✅
91DC28E94D32BF104533D3B61B3A6498.replay,emyrcito,1:36,✅
91DC28E94D32BF104533D3B61B3A6498.replay,emyrcito,1:49,✅
91DC28E94D32BF104533D3B61B3A6498.replay,emyrcito,2:07,✅
91DC28E94D32BF104533D3B61B3A6498.replay,emyrcito,2:45,✅
91DC28E94D32BF104533D3B61B3A6498.replay,emyrcito,3:07,✅
91DC28E94D32BF104533D3B61B3A6498.replay,emyrcito,3:18,✅
91DC28E94D32BF104533D3B61B3A6498.replay,emyrcito,3:39,✅
91DC28E94D32BF104533D3B61B3A6498.replay,emyrcito,4:02,✅
91DC28E94D32BF104533D3B61B3A6498.replay,emyrcito,4:30,✅
91DC28E94D32BF104533D3B61B3A6498.replay,emyrcito,4:40,✅
91DC28E94D32BF104533D3B61B3A6498.replay,emyrcito,4:41,✅
91DC28E94D32BF104533D3B61B3A6498.replay,emyrcito,4:47,✅
91DC28E94D32BF104533D3B61B3A6498.replay,emyrcito,4:56,✅
91DC28E94D32BF104533D3B61B3A6498.replay,emyrcito,5:09,✅
91DC28E94D32BF104533D3B61B3A6498.replay,emyrcito,5:36,✅
91DC28E94D32BF104533D3B61B3A6498.replay,emyrcito,6:11,✅
91DC28E94D32BF104533D3B61B3A6498.replay,emyrcito,6:15,✅
91DC28E94D32BF104533D3B61B3A6498.replay,KJJ. tik .76L,0:05,✅
91DC28E94D32BF104533D3B61B3A6498.replay,KJJ. tik .76L,0:12,✅
91DC28E94D32BF104533D3B61B3A6498.replay,KJJ. tik .76L,0:34,✅
91DC28E94D32BF104533D3B61B3A6498.replay,KJJ. tik .76L,0:47,✅
91DC28E94D32BF104533D3B61B3A6498.replay,KJJ. tik .76L,1:16,✅
91DC28E94D32BF104533D3B61B3A6498.replay,KJJ. tik .76L,1:33,✅
91DC28E94D32BF104533D3B61B3A6498.replay,KJJ. tik .76L,1:49,✅
91DC28E94D32BF104533D3B61B3A6498.replay,KJJ. tik .76L,2:06,✅
91DC28E94D32BF104533D3B61B3A6498.replay,KJJ. tik .76L,2:13,✅
91DC28E94D32BF104533D3B61B3A6498.replay,KJJ. tik .76L,2:21,✅
91DC28E94D32BF104533D3B61B3A6498.replay,KJJ. tik .76L,2:46,✅
91DC28E94D32BF104533D3B61B3A6498.replay,KJJ. tik .76L,2:59,✅
91DC28E94D32BF104533D3B61B3A6498.replay,KJJ. tik .76L,3:02,✅
